50,6.6
150,12.7
250,13.9
350,13.3
450,10
550,8.9
650,7.1
750,6.2
850,5.1
950,3.9
1050,3
1150,2.1
1250,1.7
1350,1.3
1450,0.9
1550,0.9
1650,0.5
1750,0.4
1850,0.2
1950,1.2
